1007113.3	31.86
1007120.3	45.3
1009416.3	21.98
1009418.3	57.99
1033810.4	58.56
1035308.3	2.59
1047007.3	26.78
1054946.3	55.71
1123864.3	21.04
1131283.3	55.97
1131285.3	43.77
1131291.3	39.92
1151391.4	0
1154869.3	6.03
1157681.3	22.03
1157683.3	36.01
1157689.3	30.43
1190567.3	0
1209359.3	0.400000000000006
1269941.3	46.43
1269943.4	24.14
1299319.3	8.33
1311574.3	30.19
1311576.3	49.36
1336745.4	33.57
375450.5	58.62
457400.3	48.51
500637.6	0
913328.3	26.58
932039.3	46.75
935295.4	53.68
939390.3	15.52
